"Age","Workclass","Fnlwgt","Education.","Education.num","Marital.status","Occupation","Relationship","Race","Sex","Capital.gain","Capital.loss","Hours.per.week","Native.country","Class"
52,1,216342,1,13,138,2,17,1,5,0,0,55,1,1
35,3,140752,3,9,1,14,1,1,1,0,0,25,1,1
33,3,116508,205,6,2,26,2,1,1,0,0,40,1,1
43,3,180303,1,13,2,2,2,12,1,0,0,50,1,8
51,25,110327,1,13,2,2,2,1,1,0,0,40,1,8
36,3,185607,3,9,1,7,17,1,5,0,0,30,1,1
17,25,244856,4,7,1,5,13,1,5,0,0,40,1,1
32,3,198068,3,9,2,26,2,1,1,0,0,40,1,1
39,3,97136,3,9,1,17,17,4,5,0,0,40,1,1
19,51,164658,11,10,1,16,13,1,1,0,0,60,1,1
54,3,235693,4,7,3,1,1,1,1,0,0,40,1,8
45,3,197038,1,13,3,5,1,1,1,0,0,50,1,8
47,25,97419,1,13,3,5,1,4,5,0,0,40,1,1
49,2,208872,3,9,2,16,2,1,1,0,1672,98,1,1
32,3,205528,3,9,3,1,17,1,5,0,0,40,1,1
28,51,146042,3,9,2,26,2,1,1,0,0,50,1,1
39,51,222641,1,13,2,14,2,1,1,0,0,40,1,1
27,51,376936,3,9,1,14,1,1,1,0,0,50,1,1
42,25,138077,6,14,2,5,5,1,5,0,0,38,1,8
24,3,155913,1,13,2,5,2,1,1,0,0,44,1,1
45,3,36006,1,13,2,26,2,1,1,0,0,45,1,8
19,3,214678,3,9,1,7,13,1,1,0,0,30,1,1
46,3,369538,205,6,2,15,2,1,1,0,0,40,1,8
50,3,166565,3,9,2,15,2,1,1,0,0,40,1,1
32,3,257043,3,9,1,1,1,1,5,0,0,42,1,1
47,51,181130,49,15,2,5,2,1,1,99999,0,50,1,8
43,2,38876,3,9,2,16,2,1,1,0,0,50,1,1
29,3,187073,1,13,1,26,1,1,1,0,0,40,1,1
90,3,313749,1,13,1,5,13,1,5,0,0,10,1,1
41,3,331651,49,15,2,2,5,1,5,0,0,50,942,8
24,3,243368,209,1,1,16,1,1,1,0,0,36,15,1
24,3,32921,11,10,1,16,13,1,1,0,0,50,1,1
24,3,117167,11,10,1,7,1,1,5,0,0,53,1,1
35,3,401930,3,9,2,1,5,1,5,0,1887,42,1,8
30,3,114691,1,13,1,1,69,1,1,0,0,40,1,1
46,3,99385,1,13,21,2,17,1,5,0,0,40,1,1
19,25,210308,11,10,1,1,13,1,5,0,1721,30,1,1
39,3,252327,7,5,21,26,13,1,1,0,0,35,15,1
43,3,90582,3,9,2,15,2,1,1,0,0,40,1,1
35,3,190194,3,9,1,1,1,1,5,0,0,40,1,1
65,3,264188,3,9,138,14,1,1,5,0,0,24,1,1
34,3,243776,3,9,3,26,17,1,1,0,0,40,1,1
41,3,67065,46,11,2,14,2,1,1,0,0,40,1,1
24,2,204209,11,10,1,16,13,1,1,0,0,60,1,1
24,3,226668,3,9,1,7,1,15,1,0,0,35,1,1
34,51,174215,6,14,1,2,1,1,5,4787,0,45,465,8
33,3,315143,3,9,2,14,2,1,1,0,0,40,5,8
37,3,118681,3,9,1,17,1,1,1,0,0,38,34,1
39,2,208109,3,9,2,15,2,1,1,0,0,60,1,8
58,3,116901,3,9,3,7,17,1,5,0,0,25,1,1
36,2,405644,3,9,2,26,2,1,1,0,0,35,15,1
33,22,293550,11,10,2,24,5,1,5,4064,0,40,1,1
42,25,328581,6,14,2,5,2,1,1,0,0,55,1,1
57,3,158827,3,9,21,26,17,1,1,0,0,40,1,1
67,22,65475,3,9,2,24,2,1,1,0,0,40,1,8
23,3,159709,3,9,3,26,1,1,1,0,0,40,1,1
35,3,140474,11,10,2,5,2,15,1,0,0,40,1,1
43,3,144778,1,13,2,5,2,1,1,0,0,55,749,8
39,2,83242,11,10,2,16,2,1,1,0,0,60,1,1
36,3,143385,3,9,1,26,1,1,1,0,0,40,1,1
29,25,167544,14,12,3,7,17,1,5,0,0,13,1,1
25,3,122175,3,9,1,3,13,1,1,0,0,40,1,1
54,3,378747,205,6,21,15,17,4,1,0,0,45,1,8
24,3,230475,3,9,2,26,2,1,1,0,0,44,1,1
50,51,120781,1,13,2,14,2,12,1,0,0,60,844,8
70,3,206232,205,6,2,17,2,1,1,0,0,50,1,1
61,3,298400,1,13,3,14,1,4,1,4787,0,48,1,8
51,22,163671,1,13,2,2,2,1,1,0,1902,40,1,1
38,2,140583,6,14,2,16,2,1,1,0,0,70,1,1
51,3,137253,3,9,3,5,17,1,5,0,0,40,1,8
28,3,246974,3,9,1,7,1,1,1,0,0,40,1,1
66,2,182470,49,15,2,5,2,1,1,0,0,25,1,8
57,51,107617,3,9,21,16,1,1,1,0,0,60,1,8
29,3,250819,11,10,1,1,1,1,5,0,0,40,1,1
21,3,196508,11,10,1,14,13,4,5,0,0,40,1,1
42,3,367533,205,6,2,26,13,48,1,0,0,43,1,8
74,3,188709,49,15,2,5,2,1,1,99999,0,50,1,8
50,3,271160,11,10,3,14,1,1,5,0,0,40,1,1
65,3,173674,3,9,3,7,69,1,5,0,0,14,1,1
44,3,322391,4,7,21,7,17,4,5,0,0,30,1,1
34,3,209691,46,11,2,5,2,1,1,4386,0,50,1,8
17,3,104232,205,6,1,7,13,1,1,0,0,10,1,1
43,3,88233,11,10,2,15,2,1,1,0,0,60,1,1
32,3,240888,14,12,3,1,17,1,5,0,0,40,1,1
54,3,169719,1,13,2,14,2,1,1,3103,0,40,1,8
20,3,129240,11,10,1,1,13,1,5,0,0,20,1,1
23,3,160968,11,10,1,5,13,1,1,0,0,10,1,1
34,3,236861,3,9,2,7,2,1,1,0,0,45,1,1
30,3,109282,11,10,1,14,13,1,1,0,0,20,1,1
32,3,215047,15,4,2,17,2,1,1,0,0,40,1,1
40,3,115932,1,13,2,5,2,1,1,0,0,60,2723,8
28,3,55360,11,10,1,26,1,4,1,0,0,40,1,1
44,3,224658,3,9,2,26,2,1,1,0,0,45,1,8
29,25,376302,46,11,2,24,5,1,5,0,0,35,1794,8
28,3,183597,20,16,1,5,1,1,1,594,0,50,114,1
37,3,115289,11,10,2,2,2,1,1,0,0,40,1,1
56,51,258883,11,10,2,26,2,1,1,0,0,40,1,1
27,3,69132,1,13,1,5,1,1,1,0,0,40,1,1
34,3,207301,3,9,3,17,17,1,5,0,0,20,1,1
37,3,179671,3,9,3,26,1,1,1,0,0,40,1,1
66,2,140456,1,13,2,14,2,1,1,0,0,40,1,8
19,3,327397,3,9,1,5,13,1,1,0,0,30,1,1
60,3,200235,46,11,3,5,17,1,5,0,0,40,1,1
54,2,108435,11,10,2,15,2,1,1,2829,0,30,1,1
47,3,195978,3,9,2,26,2,1,1,0,0,40,1,8
47,3,329144,11,10,3,5,1,1,1,0,0,48,1,8
48,51,250674,46,11,2,26,2,1,1,0,0,60,1,1
50,51,132716,11,10,2,2,2,1,1,0,0,50,114,8
62,3,174201,7,5,138,7,17,4,5,0,0,25,1,1
45,3,167617,11,10,2,7,2,1,1,0,0,40,1,1
55,25,254949,3,9,2,3,2,1,1,0,0,40,1,1
62,3,319582,3,9,138,14,1,1,5,0,0,32,1,1
25,3,248990,205,6,2,17,2,1,1,0,0,40,712,1
49,3,144396,4,7,3,2,1,1,5,0,0,38,1,1
32,1,200469,11,10,1,29,17,4,5,3887,0,40,1,1
25,22,55636,3,9,1,3,1,15,1,0,0,40,1,1
39,3,185624,11,10,2,17,2,1,1,0,0,50,1,1
27,25,125442,11,10,2,2,2,1,1,0,0,50,1,1
43,3,160943,3,9,2,7,2,4,1,0,0,40,1,8
30,3,243841,3,9,3,7,69,12,5,0,0,40,844,1
21,3,34616,11,10,1,14,13,1,5,0,0,20,1,1
33,3,235847,49,15,2,2,5,1,5,0,0,40,1,8
33,3,174789,11,10,1,1,1,1,1,0,0,50,1,1
33,3,280111,4,7,1,1,17,4,5,0,0,38,1,1
70,3,236055,15,4,138,7,1,1,5,0,0,35,1,1
25,3,237865,11,10,1,7,13,4,1,0,0,42,1,1
17,3,194612,4,7,1,7,13,1,1,0,0,25,1,1
20,3,173851,11,10,1,16,13,1,1,0,0,40,1,1
19,3,372483,11,10,1,7,69,4,1,0,0,35,1,1
71,22,422149,11,10,2,2,2,1,1,20051,0,40,1,8
31,3,174201,14,12,2,2,2,1,1,0,0,40,1,1
26,3,272618,1,13,2,14,2,1,1,0,0,55,1,1
52,3,74660,6,14,2,2,2,1,1,0,0,40,1,1
26,3,201481,1,13,1,2,1,1,5,0,0,40,1,1
38,3,175232,3,9,3,17,1,1,1,0,0,45,1,1
25,3,336440,11,10,1,7,1,1,1,0,0,40,1,1
22,3,46645,1,13,1,5,1,1,5,0,0,9,1,1
48,1,31141,11,10,2,29,2,1,1,0,1902,40,1,8
53,3,281425,3,9,2,26,2,1,1,0,0,40,1,8
30,2,31510,14,12,3,26,1,1,1,0,0,50,1,1
44,3,310255,11,10,2,26,2,1,1,0,0,60,1,8
32,22,82393,1,13,2,5,2,12,1,0,0,56,1,8
59,2,190514,4,7,2,26,2,1,1,0,0,20,1,1
49,3,165513,11,10,3,3,17,4,5,0,0,40,1,1
31,3,226696,3,9,1,26,1,1,1,0,0,50,1,8
53,3,195813,53,3,2,26,2,48,1,5178,0,40,34,8
44,3,165815,7,5,1,17,1,1,1,0,0,40,1,1
36,3,123983,1,13,2,5,2,12,1,0,0,55,942,8
36,3,235371,3,9,1,14,1,1,5,0,0,40,1,1
37,3,147258,7,5,2,17,2,1,1,0,0,50,1,8
67,51,171564,3,9,2,5,5,1,5,20051,0,30,91,8
29,3,255949,1,13,1,14,17,4,1,0,0,40,1,1
52,3,186272,3,9,3,14,1,1,1,0,0,40,1,1
37,3,282872,3,9,2,26,2,1,1,0,1628,40,1,1
21,3,111676,11,10,1,7,1,1,5,0,0,40,1,1
36,3,199501,11,10,3,2,17,4,5,0,0,38,1,1
24,3,151443,3,9,1,17,69,4,5,0,0,30,1,1
31,3,145935,3,9,1,2,13,4,1,0,0,40,1,1
54,22,230387,3,9,138,1,17,1,5,0,0,35,1,1
44,3,127592,1,13,2,24,2,1,1,0,0,40,1,1
18,3,210828,11,10,1,3,13,48,1,0,0,30,1,1
41,3,297186,3,9,2,15,5,1,5,0,0,40,1,1
37,51,116554,6,14,3,2,1,1,5,0,0,70,1,1
26,1,147719,1,13,1,5,1,12,1,0,0,20,12,1
68,2,89011,20,16,2,5,2,1,1,0,0,50,104,1
31,3,38158,11,10,2,14,2,1,1,0,0,40,1,1
48,3,178686,3,9,3,26,1,1,1,0,0,40,1,1
26,3,155752,11,10,2,17,2,4,1,0,0,40,1,1
63,3,100099,7,5,2,15,2,1,1,0,0,40,1,1
19,3,231688,11,10,1,17,13,1,1,0,0,20,1,1
42,51,50122,3,9,2,14,2,1,1,0,0,60,1,1
64,22,86837,14,12,2,7,2,12,1,0,0,40,1,8
32,3,113364,1,13,1,15,1,1,1,0,0,40,1,1
50,3,289390,3,9,2,26,2,1,1,0,0,47,1,1
73,3,77884,3,9,2,16,2,12,1,0,0,40,142,1
32,3,390157,1,13,1,5,1,4,5,0,0,40,1,1
53,3,89587,11,10,2,15,2,1,1,7298,0,45,1,8
58,3,234328,1,13,3,14,1,1,1,0,0,40,1,1
37,25,365430,11,10,2,26,2,1,1,5178,0,40,1,8
24,3,410439,11,10,1,26,13,1,1,0,0,15,1,1
53,3,129525,1,13,2,2,2,1,1,0,0,50,1,8
23,3,166527,11,10,1,2,13,48,5,0,0,40,1,1
30,3,210906,3,9,2,2,69,1,5,0,0,40,1,1
38,3,405284,1,13,1,7,13,1,5,0,0,35,1,1
28,3,138269,3,9,1,26,1,1,1,0,0,40,1,1
19,3,25429,386,8,1,7,13,1,5,0,0,20,1,1
45,3,231672,3,9,2,17,2,4,1,0,0,40,1,1
26,3,258550,1,13,1,1,13,1,1,0,0,40,1,1
33,3,268147,7,5,1,14,17,1,5,0,0,40,1,1
54,3,37289,6,14,2,2,5,1,5,0,0,55,1,8
23,3,157951,11,10,1,2,1,1,5,0,0,50,1,1
43,51,225165,3,9,2,14,2,1,1,0,0,55,1,8
37,3,238049,7,5,1,494,1,1,5,0,0,30,460,1
31,3,197252,15,4,2,7,2,1,1,0,0,40,15,1
56,51,216636,386,8,2,2,2,1,1,0,1651,40,1,1
25,3,183575,4,7,1,26,13,1,1,0,0,40,1,1
17,3,19752,4,7,1,7,13,4,5,0,0,25,1,1
37,3,103925,3,9,138,1,17,1,5,0,0,68,1,1
60,3,31577,46,11,2,24,2,1,1,0,0,40,1,1
59,22,61298,1,13,7,2,1,1,5,0,0,40,1,1
59,22,190541,3,9,2,26,2,1,1,0,0,40,1,8
46,2,366089,49,15,2,5,2,1,1,15024,0,40,1,8
24,3,216129,3,9,1,26,13,1,1,0,1408,50,1,1
29,3,51944,3,9,2,7,5,1,5,4386,0,40,1,8
33,2,67482,46,11,3,7,17,1,5,0,0,99,1,1
23,1,279243,11,10,1,29,1,1,1,0,0,40,1,1
20,3,278391,11,10,1,1,13,1,1,0,0,25,1794,1
60,3,349898,3,9,138,7,1,1,5,0,0,44,1,1
44,3,219441,205,6,1,14,17,48,5,0,0,35,398,1
18,3,173255,3,9,1,15,13,1,1,1055,0,25,1,1
52,22,29623,386,8,1,7,17,4,5,0,0,40,1,1
31,3,217460,3,9,3,26,1,1,1,0,0,45,1,1
30,3,163604,1,13,138,5,17,1,5,0,0,55,1,8
33,3,163110,3,9,2,3,2,1,1,3781,0,40,1,1
20,3,238685,11,10,1,7,1,1,5,0,0,32,1,1
33,3,213308,46,11,21,1,13,4,5,0,0,50,1,1
25,3,193773,3,9,1,7,1,4,5,0,0,35,1,1
63,3,114011,3,9,21,26,1,1,5,0,0,20,1,1
63,2,52144,11,10,138,2,1,1,1,0,0,35,1,1
43,3,347934,3,9,21,14,1,1,5,0,0,30,1,1
58,3,293399,4,7,138,17,1,1,5,0,0,40,1,1
35,3,127306,46,11,1,1,13,1,5,14344,0,40,1,8
42,3,366180,11,10,2,2,2,1,1,0,0,55,1,8
20,25,188950,11,10,1,29,13,1,1,0,0,25,1,1
35,3,189382,3,9,3,26,1,1,1,0,0,40,1,1
62,3,24515,7,5,2,2,2,1,1,0,0,40,1,1
41,3,283116,3,9,3,26,17,1,5,1506,0,50,1,1
43,2,182217,1,13,2,5,5,1,5,0,0,35,1,1
19,3,552354,386,8,1,17,13,1,1,0,0,40,1,1
46,3,163021,3,9,1,1,13,1,5,0,0,40,1,1
47,3,61885,1,13,2,5,2,1,1,15024,0,50,1,8
36,2,182898,1,13,2,2,2,1,1,7298,0,40,1,8
45,3,183092,14,12,1,1,1,4,5,0,0,40,1,1
48,3,30289,205,6,2,26,2,1,1,0,0,30,1,1
29,3,77572,14,12,1,1,1,12,5,0,0,40,1,1
48,1,118330,1,13,2,2,2,1,1,5178,0,40,1,8
36,3,469056,3,9,3,14,17,4,5,0,0,25,1,1
58,3,145574,4,7,2,26,2,1,1,0,0,40,1,1
43,3,302041,3,9,1,1,1,4,5,0,0,40,1,1
59,3,32552,1,13,2,26,2,1,1,0,0,4,1,1
42,3,185413,1,13,2,2,2,1,1,0,0,40,1,1
33,22,26543,46,11,2,24,2,1,1,0,0,40,1,8
23,22,163870,11,10,1,411,69,1,1,0,0,40,1,1
21,3,240063,11,10,1,3,13,1,1,0,0,25,1,1
48,3,208748,53,3,3,17,17,48,5,0,0,40,398,1
32,25,84119,3,9,2,26,2,1,1,0,0,40,1,1
31,3,84130,11,10,2,1,2,1,1,0,0,50,1,8
66,25,261062,6,14,138,5,1,1,5,0,0,40,1,1
23,25,336010,1,13,1,1,1,1,1,0,0,32,1,1
52,3,389270,11,10,2,1,5,1,5,0,0,35,1,8
17,3,138293,4,7,1,3,13,1,1,0,0,15,1,1
35,3,240389,11,10,2,14,2,1,1,0,0,43,1,8
39,3,190297,20,16,2,5,2,1,1,99999,0,55,1,8
24,3,149457,11,10,1,1,17,1,5,0,0,40,1,1
45,3,81534,3,9,2,7,2,12,1,0,0,84,942,8
25,3,378322,3,9,1,26,1,1,1,0,2001,50,1,1
29,22,196912,1,13,1,5,1,4,1,0,0,40,1,1
56,3,116143,1,13,2,1,2,1,1,5178,0,44,1,8
34,2,80933,3,9,3,16,1,1,1,0,0,40,1,1
64,25,190660,3,9,3,26,1,1,1,0,0,40,1,8
27,3,120155,3,9,2,1,2,1,1,0,0,39,1,1
47,3,167159,3,9,3,17,1,1,1,4650,0,40,1,1
36,3,58343,1,13,2,24,2,1,1,3103,0,42,1,8
44,22,161240,3,9,3,17,1,1,1,0,0,40,1,1
31,3,126402,3,9,1,16,1,4,5,0,0,60,1,1
23,3,148709,3,9,2,1,69,1,5,0,0,35,1,1
45,25,318280,11,10,2,5,2,1,1,7688,0,50,1,8
31,25,80058,3,9,1,17,13,1,1,0,0,64,1,1
45,3,274689,205,6,2,26,2,1,1,0,0,60,1,1
33,3,217460,14,12,2,5,2,1,1,0,0,40,1,8
33,25,33727,6,14,2,5,5,1,5,0,0,40,1,1
30,2,166961,11,10,2,1,5,1,5,0,0,20,1,8
25,3,146117,11,10,1,17,1,1,1,0,0,42,1,1
70,2,124449,6,14,2,2,2,1,1,0,2246,8,1,8
22,3,50163,7,5,1,15,13,1,1,0,0,40,1,1
30,3,235271,1,13,2,14,2,1,1,0,0,40,1,8
46,3,121124,14,12,2,2,2,1,1,15024,0,50,1,8
43,2,144218,386,8,2,15,2,1,1,0,0,60,1,1
37,3,94334,15,4,1,17,13,1,5,0,0,25,1,1
59,51,169982,11,10,2,2,2,1,1,15024,0,60,1,8
51,2,35295,3,9,1,16,17,1,1,0,0,45,1,1
47,3,133969,1,13,2,2,2,12,1,2885,0,65,942,1
36,3,35429,11,10,2,2,2,1,1,0,0,60,1,1
73,25,205580,53,3,2,5,2,1,1,0,0,6,1,1
32,25,177794,6,14,1,5,1,1,5,0,0,40,1,1
34,3,167474,3,9,2,14,2,1,1,0,0,50,1,1
51,25,35211,3,9,2,15,2,15,1,0,0,40,1,1
20,3,117244,3,9,1,17,17,1,5,0,0,45,1,1
57,3,194850,11,10,2,7,2,48,1,0,0,40,15,1
19,3,144911,11,10,1,7,13,1,1,0,0,20,1,1
45,3,197240,386,8,2,14,2,1,1,7688,0,40,1,8
55,3,101338,205,6,2,26,2,1,1,0,0,40,1,1
60,3,148522,11,10,2,26,2,15,1,0,0,40,1,1
19,3,97261,3,9,1,16,1,1,1,0,0,40,1,1
35,3,166606,3,9,2,24,2,1,1,0,0,40,1,1
20,3,229414,3,9,1,17,13,1,5,0,0,30,1,1
34,25,209213,1,13,1,5,69,4,1,0,0,15,1,1
26,3,291968,49,15,2,5,2,1,1,0,1977,40,1,8
73,22,127858,11,10,138,24,1,1,5,3273,0,40,1,1
27,3,302406,6,14,2,5,2,1,1,0,0,55,1,1
37,2,29054,46,11,1,16,13,1,1,0,0,84,1,1
73,2,336007,3,9,2,14,2,1,1,0,0,40,1,1
46,22,349230,46,11,2,24,2,1,1,0,1848,40,1,8
36,25,101481,3,9,1,1,1,1,1,0,0,40,1,1
54,2,46704,3,9,2,16,2,1,1,0,0,60,1,8
49,3,233639,4,7,2,7,2,1,1,0,0,50,1,1
68,25,31725,3,9,2,16,2,1,1,0,0,40,1,1
34,3,54850,1,13,1,2,1,1,1,0,1590,50,1,1
30,3,293512,46,11,1,5,1,4,1,0,0,40,1,1
28,3,375655,1,13,1,14,17,1,1,0,0,50,1,1
28,3,105817,4,7,2,2,2,1,1,0,0,50,1,8
25,25,203408,11,10,2,7,2,1,1,0,0,40,1,1
26,3,162302,11,10,1,17,1,12,1,0,0,40,142,1
40,3,163455,11,10,2,24,2,1,1,0,0,55,1,8
32,25,100135,3,9,3,1,17,1,5,0,0,40,1,1
18,3,102182,386,8,1,494,1,1,5,0,0,30,1,1
36,3,414683,1,13,2,5,2,4,1,0,0,40,1,1
26,3,194352,1,13,1,5,13,1,5,0,0,40,1,1
24,3,194096,3,9,1,5,13,1,5,0,0,45,1,1
90,25,153602,3,9,2,7,2,1,1,6767,0,40,1,1
20,3,215495,11,10,1,1,13,1,5,0,0,40,15,1
27,3,164607,1,13,21,24,13,1,1,0,0,50,1,1
58,25,34878,1,13,3,5,1,1,5,0,0,50,1,1
37,3,126569,6,14,2,2,2,1,1,0,1977,40,1,8
28,3,22422,3,9,1,2,1,1,1,0,0,40,1,1
36,25,178222,1,13,3,5,1,1,5,0,0,60,1,1
45,25,56841,3,9,2,26,2,1,1,0,0,40,1,8
23,3,300275,3,9,1,14,1,1,1,0,0,48,1,1
69,25,197288,3,9,2,2,2,1,1,0,0,35,1,1
58,2,157786,3,9,2,2,2,1,1,0,0,40,1,1
22,3,110684,3,9,1,1,13,1,1,0,0,20,1,1
58,2,140729,1,13,2,16,2,1,1,0,0,35,1,1
53,22,90127,11,10,2,29,2,1,1,0,0,60,1,8
44,51,37997,3,9,2,16,2,1,1,0,0,60,1,1
31,3,61308,205,6,1,7,1,1,1,0,0,40,1,1
46,3,171199,1,13,3,17,17,48,5,0,0,40,34,1
48,3,128432,3,9,2,7,2,1,1,0,0,40,1,1
46,22,195023,11,10,21,1,17,1,5,0,0,40,1,1
43,3,122473,7,5,1,17,17,4,5,0,625,40,1,1
43,3,171888,11,10,3,1,1,1,5,0,0,40,1,1
17,51,183784,205,6,1,14,13,1,1,0,0,15,1,1
20,3,219262,11,10,1,14,13,1,1,0,0,40,1,1
22,3,71379,11,10,1,5,1,1,5,0,0,35,1,1
35,3,96824,11,10,3,7,17,1,5,0,0,40,1,1
29,3,242597,1,13,1,24,1,1,1,0,0,40,1,1
25,3,204536,3,9,1,26,1,1,1,0,0,35,1,1
54,3,143804,205,6,2,17,2,1,1,0,0,40,1,1
23,3,80680,11,10,2,14,13,1,5,0,0,16,1,1
36,3,301227,53,3,21,494,17,48,5,0,0,35,15,1
26,2,201930,3,9,2,26,2,1,1,0,0,50,1,1
25,25,176616,3,9,1,7,13,1,1,0,0,40,1,1
46,3,353219,7,5,3,7,17,1,5,0,0,40,1,1
41,3,126076,11,10,3,26,1,1,5,0,0,50,1,1
31,3,156493,3,9,1,5,13,1,1,0,0,40,1,1
48,22,435503,6,14,2,5,2,1,1,0,0,40,1,8
52,51,561489,6,14,3,2,1,4,5,0,0,50,1,1
22,22,100345,3,9,1,3,13,1,1,0,0,43,1,1
18,3,36275,3,9,1,26,13,1,1,0,0,25,1,1
46,3,110794,11,10,1,1,1,1,5,0,0,40,1,1
34,25,143766,11,10,1,29,13,1,1,0,0,40,1,1
30,22,76313,3,9,2,411,69,15,1,0,0,48,1,1
31,3,121308,4,7,1,7,1,1,1,0,0,40,1,1
21,3,216672,3,9,2,26,2,1,1,0,0,40,1,1
41,2,89942,3,9,3,14,1,1,1,3674,0,45,1,1
45,1,103406,1,13,2,2,2,1,1,0,1977,60,1,8
30,1,158291,1,13,1,1,1,1,1,0,0,40,1,1
21,3,455361,7,5,1,7,17,1,1,0,0,35,15,1
44,3,225263,11,10,3,14,17,1,5,0,1408,46,1,1
54,3,225307,4,7,3,26,13,1,5,0,0,50,1,8
36,3,286115,3,9,2,26,2,1,1,0,0,40,1,8
50,3,187830,1,13,1,2,1,1,1,0,0,50,1,8
26,3,142506,1,13,1,5,17,4,5,0,0,35,1,1
47,25,148576,49,15,2,5,2,1,1,0,0,35,1,1
36,3,185325,3,9,1,7,13,1,1,0,0,37,1,1
32,2,27939,11,10,2,14,2,15,1,0,0,60,1,1
21,3,383603,205,6,1,7,1,1,5,0,0,35,1,1
30,3,140790,3,9,2,14,2,1,1,0,0,45,1,1
34,3,226629,3,9,1,494,1,1,5,0,0,40,15,1
51,3,228516,3,9,7,26,1,1,1,0,0,45,212,1
55,2,119762,205,6,2,15,2,1,1,0,0,50,1,1
43,3,299197,11,10,2,1,2,1,1,0,0,40,1,1
37,3,149297,3,9,1,3,1,15,1,0,0,30,1,1
28,25,202558,11,10,1,2,13,1,5,0,0,40,1,1
39,3,175232,11,10,2,5,2,1,1,0,0,50,1,1
35,2,157473,3,9,2,26,2,1,1,0,0,40,1,1
26,3,105787,3,9,1,26,13,1,1,0,0,36,1,1
68,3,144056,3,9,2,1,2,1,1,3818,0,40,1,1
46,3,45363,49,15,3,5,1,1,1,0,2824,40,1,8
21,3,205838,3,9,1,7,13,1,1,0,0,37,1,1
23,3,115326,11,10,1,14,13,1,5,0,0,20,1,1
17,3,186890,205,6,2,14,13,1,5,0,0,30,1,1
23,25,304386,3,9,1,7,1,1,5,0,0,40,1,1
34,3,24529,3,9,138,1,17,1,1,0,0,15,1,1
33,3,183557,14,12,1,5,1,1,5,0,0,40,1,1
31,3,342730,14,12,21,15,1,1,1,0,0,45,1,1
56,2,67841,3,9,2,14,2,1,1,0,0,40,1,1
21,3,351381,3,9,1,1,13,1,5,0,0,40,1,1
45,3,293691,3,9,3,1,1,12,5,0,1590,40,942,1
41,51,220821,1,13,2,2,2,1,1,7688,0,40,1,8
26,3,190027,205,6,3,3,1,1,5,0,0,30,1,1
41,3,343944,4,7,138,7,17,1,5,0,0,40,1,1
46,51,110457,6,14,2,2,2,1,1,0,0,55,1,8
47,1,72333,3,9,3,1,17,12,5,0,0,40,1,1
43,2,193494,49,15,2,5,2,1,1,0,0,60,1,8
35,3,334999,3,9,2,14,2,1,1,0,0,45,1,1
44,2,274363,3,9,3,14,1,1,1,0,0,50,1,1
58,51,113806,1,13,2,2,2,1,1,7688,0,30,1,8
25,3,52536,14,12,3,24,13,1,5,0,1594,25,1,1
44,3,187720,46,11,1,26,17,1,1,0,0,40,1,1
57,3,104996,11,10,1,26,1,1,1,0,0,42,1,1
24,3,214555,11,10,2,3,2,1,1,0,0,40,1,1
38,3,52963,1,13,1,1,1,1,5,0,0,50,1,1
33,3,190511,15,4,3,3,1,1,1,2176,0,35,1,1
25,3,75821,11,10,1,5,13,1,5,0,0,40,1,1
33,3,123291,3,9,2,17,2,1,1,0,0,84,1,8
50,25,226497,11,10,2,29,2,1,1,0,0,52,1,8
35,3,282979,3,9,2,14,2,1,1,5178,0,50,1,8
36,3,166549,1,13,3,1,1,1,1,0,0,55,1,8
27,3,187746,11,10,1,7,13,1,5,0,0,40,1,1
22,3,157145,46,11,1,26,13,1,1,0,0,50,1,1
30,3,227551,3,9,2,15,2,1,1,0,0,40,1,1
90,3,115306,6,14,1,2,13,1,5,0,0,40,1,1
39,3,169249,3,9,21,7,69,4,1,0,0,40,1,1
34,1,221966,1,13,1,5,1,1,1,0,0,45,1,1
39,3,224566,1,13,2,2,2,1,1,0,0,60,1,8
19,3,28119,11,10,1,7,13,1,5,0,0,4,1,1
19,3,323810,205,6,1,26,1,1,1,0,0,40,1,1
29,3,210498,3,9,2,26,2,1,1,0,0,40,1,1
66,2,174995,14,12,2,26,2,1,1,2290,0,30,7904,1
38,3,161141,11,10,2,24,2,1,1,0,0,45,1,1
44,3,210534,53,3,2,3,2,1,1,0,0,40,15,1
34,2,112650,15,4,1,26,13,1,1,0,0,40,1,1
35,1,318891,14,12,138,2,1,1,5,0,0,40,1,1
29,25,375655,1,13,1,5,1,1,1,0,0,40,1,1
22,3,228465,3,9,2,15,2,4,1,0,0,40,1,1
73,3,183213,46,11,138,5,1,1,1,25124,0,60,1,8
35,25,177305,11,10,2,2,2,1,1,0,2377,40,1,1
41,3,34037,3,9,1,3,1,1,1,0,0,40,1,1
27,2,116613,11,10,2,7,5,1,5,0,0,50,1,1
25,3,175540,3,9,1,1,1,1,1,0,0,50,1,1
47,3,150768,1,13,3,3,1,1,1,0,1564,51,1,8
36,3,176634,1,13,2,14,5,1,5,0,0,35,1,8
36,3,209993,387,2,138,7,69,1,5,0,0,20,15,1
25,25,206002,3,9,3,24,17,1,5,0,0,40,1,1
37,3,201259,4,7,3,15,1,1,1,0,0,65,1,1
26,25,202286,1,13,1,24,13,1,1,0,0,40,1,1
